-93.59045, 89.521255, -0.09359045, 0.08952126, -0.00009359046, 0.000089521265, 0, 0, 10, -0.0009359046, 20, -0.0009765966
-93.34018, 89.203636, -0.18693063, 0.1787249, -0.00028052108, 0.00026824616, 0.00049999997, -0.00009999999, 9.999999, -0.0028052109, 20, -0.0029279601
-93.090416, 88.8866, -0.28002104, 0.2676115, -0.0005605421, 0.0005358577, 0.0009999993, -0.00019999986, 9.999998, -0.0056054206, 19.999998, -0.005852265
-92.84114, 88.57017, -0.3728622, 0.35618168, -0.0009334043, 0.0008920394, 0.0014999978, -0.00029999955, 9.999996, -0.009334042, 19.999996, -0.009747691
-92.59229, 88.25416, -0.4654545, 0.44443583, -0.0013988588, 0.0013364753, 0.0019999947, -0.00039999894, 9.99999, -0.013988584, 19.99999, -0.01461242
-92.34388, 87.93852, -0.5577984, 0.5323744, -0.0019566573, 0.0018688496, 0.0024999897, -0.0004999979, 9.999981, -0.019566562, 19.99998, -0.020444639
-92.095856, 87.62325, -0.64989424, 0.6199976, -0.0026065516, 0.0024888474, 0.0029999823, -0.0005999965, 9.999966, -0.026065486, 19.999966, -0.027242528
-91.848145, 87.30804, -0.7417424, 0.70730567, -0.0033482942, 0.003196153, 0.0034999717, -0.0006999943, 9.999944, -0.03348288, 19.999943, -0.03500429
-91.60072, 86.99277, -0.8333431, 0.7942984, -0.0041816374, 0.0039904513, 0.0039999573, -0.0007999915, 9.999912, -0.041816253, 19.999912, -0.043728113
-91.35349, 86.67721, -0.92469656, 0.8809756, -0.005106334, 0.004871427, 0.0044999397, -0.00089998794, 9.999869, -0.051063117, 19.99987, -0.053412188
-91.106415, 86.36119, -1.015803, 0.9673368, -0.0061221374, 0.005838764, 0.004999917, -0.0009999834, 9.999813, -0.061220992, 19.999813, -0.06405473
-90.859436, 86.04451, -1.1066624, 1.0533813, -0.0072288, 0.006892145, 0.0054998896, -0.0010999779, 9.999739, -0.07228737, 19.999737, -0.075653926
-90.61241, 85.72681, -1.1972748, 1.1391082, -0.008426075, 0.008031254, 0.0059998566, -0.0011999713, 9.999645, -0.08425975, 19.999645, -0.08820796
