-93.59045, 89.521255, -0.09359045, 0.08952126, -0.00009359046, 0.000089521265, 0, 0, 10, -0.0009359046, 20, -0.0009765966
-93.52736, 89.382675, -0.18711782, 0.17890394, -0.00028070828, 0.0002684252, 0.00049999997, -0.00009999999, 9.999999, -0.0028070828, 20, -0.0029299136
-93.46428, 89.24405, -0.2805821, 0.268148, -0.0005612904, 0.00053657324, 0.0009999993, -0.00019999986, 9.999998, -0.0056129037, 19.999998, -0.0058600754
-93.401184, 89.10539, -0.3739833, 0.3572534, -0.0009352737, 0.00089382665, 0.0014999978, -0.00029999955, 9.999996, -0.009352736, 19.999996, -0.009767206
-93.33802, 88.96652, -0.46732134, 0.44621992, -0.0014025951, 0.0013400465, 0.0019999947, -0.00039999894, 9.9999895, -0.014025946, 19.999989, -0.014651432
-93.27477, 88.82739, -0.5605961, 0.5350473, -0.0019631912, 0.0018750939, 0.0024999897, -0.0004999979, 9.999981, -0.0196319, 19.99998, -0.020512873
-93.21144, 88.68799, -0.6538075, 0.6237353, -0.0026169987, 0.0024988293, 0.0029999823, -0.0005999965, 9.999966, -0.026169958, 19.999966, -0.027351651
-93.14793, 88.54799, -0.74695545, 0.7122833, -0.0033639544, 0.0032111127, 0.0034999717, -0.0006999943, 9.999944, -0.03363948, 19.999943, -0.035167895
-93.084175, 88.40729, -0.8400396, 0.8006906, -0.004203994, 0.0040118033, 0.0039999573, -0.0007999915, 9.999912, -0.04203981, 19.999912, -0.04396172
-93.02014, 88.26567, -0.93305975, 0.88895625, -0.005137054, 0.0049007596, 0.0044999397, -0.00089998794, 9.999868, -0.051370308, 19.999868, -0.053733252
-92.95575, 88.122894, -1.0260155, 0.97707915, -0.0061630695, 0.0058778385, 0.004999917, -0.0009999834, 9.99981, -0.061630305, 19.99981, -0.064482614
-92.890915, 87.978745, -1.1189065, 1.0650579, -0.007281976, 0.006942896, 0.0054998896, -0.0010999779, 9.999735, -0.072819114, 19.999733, -0.07620991
-92.82556, 87.83295, -1.211732, 1.1528908, -0.0084937075, 0.008095787, 0.0059998566, -0.0011999713, 9.9996395, -0.08493605, 19.999638, -0.08891526
-92.759575, 87.685165, -1.3044916, 1.240576, -0.009798199, 0.009336363, 0.0064998176, -0.0012999636, 9.99952, -0.097980425, 19.99952, -0.10259879
-92.69287, 87.53508, -1.3971845, 1.3281112, -0.011195384, 0.010664474, 0.006999772, -0.0013999544, 9.999373, -0.1119515, 19.999372, -0.1172606
-92.62528, 87.38229, -1.4898098, 1.4154935, -0.012685194, 0.012079968, 0.0074997195, -0.0014999439, 9.999195, -0.12684853, 19.999193, -0.13290079
-92.55676, 87.22656, -1.5823665, 1.5027201, -0.01426756, 0.013582688, 0.0079996595, -0.0015999319, 9.998981, -0.14267075, 19.99898, -0.14951947
-92.48715, 87.06731, -1.6748536, 1.5897875, -0.015942413, 0.015172475, 0.008499591, -0.0016999182, 9.99873, -0.15941738, 19.998726, -0.16711676
