0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
136.92946, -261.4108, 0.8215768, -1.5684648, 0.0049294606, -0.009410788, 1.5, 0
136.91939, -261.3803, 1.6430931, -3.1367466, 0.0147880195, -0.028231267, 1.5, 0
136.82387, -261.09036, 2.4640365, -4.703289, 0.029572237, -0.056451, 1.5, 0
136.47815, -260.04016, 3.2829053, -6.26353, 0.04926967, -0.09403218, 1.5, 0
135.63454, -257.47397, 4.0967126, -7.8083735, 0.073849946, -0.14088243, 1.5, 0
133.98221, -252.43512, 4.9006057, -9.322985, 0.10325358, -0.19682035, 1.5, 0
-3.5995817, 11.078175, 4.8790083, -9.2565155, 0.13252763, -0.25235945, 0, 0
-4.4567747, 13.7835, 4.8522677, -9.173815, 0.16164124, -0.30740234, 0, 0
-5.199285, 16.180868, 4.821072, -9.07673, 0.19056767, -0.36186272, 0, 0
-5.817023, 18.24305, 4.78617, -8.967272, 0.2192847, -0.41566634, 0, 0
-6.3066382, 19.96084, 4.74833, -8.8475065, 0.24777468, -0.46875137, 0, 0
-6.670597, 21.340612, 4.7083063, -8.719462, 0.27602452, -0.52106816, 0, 0
-6.915936, 22.400995, 4.6668105, -8.585056, 0.30402538, -0.5725785, 0, 0
-7.052888, 23.169209, 4.624493, -8.446041, 0.33177233, -0.6232547, 0, 0
-7.093605, 23.677654, 4.5819316, -8.303975, 0.35926393, -0.67307854, 0, 0
-7.051047, 23.960955, 4.539625, -8.16021, 0.38650167, -0.7220398, 0, 0
-6.938138, 24.053679, 4.4979963, -8.015887, 0.41348964, -0.77013516, 0, 0
-6.7671604, 23.988735, 4.457393, -7.871955, 0.440234, -0.8173669, 0, 0
-6.5493584, 23.796295, 4.418097, -7.729177, 0.46674258, -0.86374193, 0, 0
-6.2947507, 23.50327, 4.3803287, -7.588157, 0.49302456, -0.9092709, 0, 0
-6.012047, 23.13311, 4.3442564, -7.4493585, 0.5190901, -0.95396703, 0, 0
-5.7086735, 22.705818, 4.310004, -7.3131237, 0.5449501, -0.99784577, 0, 0
-5.3908587, 22.238205, 4.277659, -7.1796947, 0.57061607, -1.040924, 0, 0
-5.063748, 21.74418, 4.2472763, -7.0492296, 0.59609973, -1.0832193, 0, 0
-4.731539, 21.235088, 4.218887, -6.921819, 0.62141305, -1.1247503, 0, 0
-4.397602, 20.720041, 4.192501, -6.797499, 0.64656806, -1.1655352, 0, 0
-4.064625, 20.20629, 4.168113, -6.6762614, 0.67157674, -1.2055928, 0, 0
-104.26932, 152.87488, 3.5424974, -5.759012, 0.6928317, -1.2401469, -1.5, 0
-102.57375, 143.63815, 2.927055, -4.8971834, 0.710394, -1.2695299, -1.5, 0
-101.29737, 136.06076, 2.3192706, -4.0808187, 0.7243096, -1.2940148, -1.5, 0
-100.34913, 129.98167, 1.7171758, -3.3009286, 0.7346127, -1.3138204, -1.5, 0
-99.65708, 125.27565, 1.1192334, -2.5492747, 0.7413281, -1.329116, -1.5, 0
-0.7382782, 2.0046167, 1.1148037, -2.537247, 0.74801695, -1.3443395, 0, 0
-0.7265079, 1.9757593, 1.1104447, -2.5253923, 0.7546796, -1.3594918, 0, 0
-0.71484375, 1.9471979, 1.1061556, -2.513709, 0.76131654, -1.3745741, 0, 0
-0.70328957, 1.9189415, 1.1019359, -2.5021954, 0.7679281, -1.3895873, 0, 0
-0.6918491, 1.8909996, 1.0977848, -2.4908493, 0.77451485, -1.4045324, 0, 0
-0.6805253, 1.8633789, 1.0937016, -2.479669, 0.7810771, -1.4194105, 0, 0
-0.6693207, 1.8360858, 1.0896857, -2.4686525, 0.7876152, -1.4342223, 0, 0
-0.6582374, 1.8091257, 1.0857363, -2.4577978, 0.7941296, -1.4489691, 0, 0
-0.6472771, 1.7825019, 1.0818526, -2.4471028, 0.80062073, -1.4636518, 0, 0
-0.6364413, 1.7562178, 1.0780339, -2.4365654, 0.8070889, -1.4782711, 0, 0
-0.62573093, 1.730276, 1.0742795, -2.4261837, 0.8135346, -1.4928282, 0, 0
-0.6151468, 1.7046777, 1.0705887, -2.4159555, 0.81995815, -1.507324, 0, 0
-0.6046894, 1.6794236, 1.0669606, -2.405879, 0.8263599, -1.5217593, 0, 0
-0.5943592, 1.6545142, 1.0633944, -2.395952, 0.8327403, -1.536135, 0, 0
-0.5841562, 1.6299493, 1.0598894, -2.3861723, 0.83909965, -1.550452, 0, 0
-0.57408035, 1.6057273, 1.056445, -2.376538, 0.8454383, -1.5647112, 0, 0
-0.5641311, 1.5818477, 1.0530602, -2.3670468, 0.8517567, -1.5789135, 0, 0
-0.55430794, 1.5583079, 1.0497344, -2.357697, 0.8580551, -1.5930597, 0, 0
-0.54461044, 1.5351062, 1.0464667, -2.3484864, 0.8643339, -1.6071506, 0, 0
-0.5350379, 1.5122402, 1.0432565, -2.339413, 0.8705935, -1.6211871, 0, 0
-0.52558935, 1.4897068, 1.040103, -2.3304746, 0.8768341, -1.63517, 0, 0
-0.5162638, 1.4675025, 1.0370054, -2.3216696, 0.8830561, -1.6491, 0, 0
-0.5070603, 1.445625, 1.0339631, -2.312996, 0.8892599, -1.6629779, 0, 0
