10, -0.0009392102, 20, -0.0009766634
9.999999, -0.002816992, 20, -0.0029301164
9.999998, -0.005632706, 19.999998, -0.0058604833
9.999996, -0.009385714, 19.999996, -0.009767892
9.9999895, -0.014075374, 19.999989, -0.014652466
9.99998, -0.019701047, 19.99998, -0.020514335
9.999966, -0.026262078, 19.999966, -0.027353615
9.999943, -0.03375783, 19.999943, -0.035170436
9.999911, -0.04218763, 19.999912, -0.04396491
9.999867, -0.05155083, 19.999866, -0.05373718
9.999808, -0.06184675, 19.999807, -0.064487346
9.999733, -0.07307471, 19.999733, -0.07621554
9.999637, -0.085234016, 19.999636, -0.088921875
9.9995165, -0.098323956, 19.999516, -0.102606475
9.999369, -0.11234377, 19.999367, -0.11726943
9.99919, -0.12729275, 19.999187, -0.13291088
9.998975, -0.14317009, 19.998974, -0.1495309
9.99872, -0.159975, 19.998718, -0.16712964
9.998421, -0.17770664, 19.998417, -0.18570715
9.998072, -0.19636413, 19.998068, -0.20526354
9.997668, -0.21594658, 19.997663, -0.22579889
9.997204, -0.23645303, 19.997198, -0.24731329
9.996674, -0.25788245, 19.996666, -0.26980677
9.996073, -0.28023386, 19.996063, -0.29327953
9.995393, -0.30350614, 19.995382, -0.31773153
9.994629, -0.3276981, 19.994617, -0.34316286
9.993774, -0.3528085, 19.99376, -0.36957347
9.992822, -0.3788361, 19.992805, -0.3969635
9.991764, -0.4057795, 19.991745, -0.425333
9.990594, -0.43363723, 19.990572, -0.45468187
9.989304, -0.4624078, 19.989277, -0.48501024
9.9878845, -0.49208957, 19.987854, -0.516318
9.986331, -0.5226808, 19.986298, -0.54860526
9.9846325, -0.55417967, 19.984594, -0.5818718
9.982781, -0.58658427, 19.982738, -0.6161177
9.980768, -0.6198925, 19.980719, -0.65134287
9.978584, -0.65410227, 19.978527, -0.68754727
9.976221, -0.6892112, 19.976158, -0.72473073
9.973668, -0.72521687, 19.973598, -0.7628931
9.970917, -0.7621167, 19.970837, -0.80203426
9.967956, -0.79990804, 19.967865, -0.8421542
9.964777, -0.8385879, 19.964678, -0.8832525
9.961368, -0.8781534, 19.961256, -0.92532915
9.95772, -0.91860116, 19.957596, -0.96838385
9.95382, -0.959928, 19.953682, -1.0124164
9.94966, -1.0021302, 19.949509, -1.0574265
9.945228, -1.0452039, 19.945057, -1.1034136
9.940511, -1.0891454, 19.940323, -1.1503778
9.9355, -1.1339506, 19.935291, -1.1983186
9.9301815, -1.1796149, 19.929953, -1.2472355
9.924545, -1.2261338, 19.924294, -1.2971281
