10, -0.0012287417, 20, -0.0007109038
9.999999, -0.0036754222, 20, -0.0021371008
9.999997, -0.007329345, 19.999996, -0.0042829225
9.999992, -0.012179917, 19.999992, -0.007152642
9.999983, -0.018216647, 19.99998, -0.010750479
9.999968, -0.025429145, 19.999962, -0.0150806
9.999943, -0.033807106, 19.999933, -0.020147108
9.999906, -0.043340325, 19.99989, -0.025954057
9.999854, -0.054018684, 19.999832, -0.03250546
9.999783, -0.06583214, 19.999748, -0.03980528
9.999689, -0.078770734, 19.999641, -0.04785742
9.999569, -0.09282456, 19.999504, -0.056665745
9.999417, -0.10798383, 19.99933, -0.06623408
9.9992285, -0.12423874, 19.999115, -0.07656619
9.998998, -0.1415796, 19.998852, -0.08766581
9.99872, -0.15999673, 19.998537, -0.09953663
9.998389, -0.17948058, 19.998161, -0.11218238
9.997999, -0.20002149, 19.997723, -0.12560657
9.997544, -0.22160995, 19.99721, -0.13981287
9.997017, -0.24423645, 19.996616, -0.15480484
9.996411, -0.2678915, 19.995937, -0.17058599
9.995719, -0.29256555, 19.995163, -0.18715979
9.994935, -0.31824917, 19.99429, -0.20452967
9.994049, -0.34493285, 19.993301, -0.22269918
9.993056, -0.3726071, 19.992199, -0.24167167
9.991946, -0.40126246, 19.990969, -0.2614506
9.990712, -0.43088937, 19.989605, -0.28203923
9.9893465, -0.46147823, 19.988098, -0.30344093
9.98784, -0.49301955, 19.986439, -0.3256591
9.986182, -0.5255037, 19.98462, -0.34869695
9.984368, -0.558921, 19.982632, -0.37255788
9.982387, -0.5932617, 19.980465, -0.397245
9.980228, -0.62851614, 19.978111, -0.42276165
9.977886, -0.6646745, 19.975563, -0.4491111
9.975348, -0.7017268, 19.972807, -0.47629637
9.972608, -0.7396632, 19.969837, -0.50432086
9.969653, -0.77847356, 19.966644, -0.5331875
9.9664755, -0.8181478, 19.963219, -0.5628996
9.963065, -0.85867584, 19.959547, -0.5934603
9.959414, -0.9000473, 19.955627, -0.62487257
9.955509, -0.9422518, 19.951445, -0.6571396
9.951343, -0.9852791, 19.946991, -0.6902646
9.946905, -1.0291184, 19.942257, -0.72425044
9.942184, -1.0737591, 19.937233, -0.7591001
9.937173, -1.1191906, 19.931911, -0.7948168
9.93186, -1.1654018, 19.926281, -0.8314034
9.926234, -1.2123818, 19.920332, -0.86886287
9.920287, -1.2601196, 19.914059, -0.9071981
9.914008, -1.3086039, 19.907448, -0.9464121
9.907387, -1.3578234, 19.90049, -0.9865076
9.9004135, -1.4077666, 19.89318, -1.0274875
9.893079, -1.4584221, 19.885508, -1.0693549
9.885371, -1.509778, 19.87746, -1.112112
9.877282, -1.5618229, 19.869034, -1.1557624
9.868802, -1.6145445, 19.860218, -1.2003083
9.859919, -1.6679311, 19.851002, -1.2457525
9.850625, -1.7219701, 19.841381, -1.2920973
9.84091, -1.7766495, 19.831345, -1.3393457
9.830765, -1.8319569, 19.820883, -1.3875003
9.820179, -1.8878796, 19.80999, -1.4365633
9.809143, -1.9444053, 19.798656, -1.4865375
9.797648, -2.0015209, 19.786873, -1.5374248
9.785686, -2.0592136, 19.774635, -1.589228
9.773245, -2.1174703, 19.761932, -1.6419492
9.760319, -2.1762784, 19.74876, -1.695591
9.746896, -2.235624, 19.735104, -1.7501554
9.73297, -2.2954943, 19.720966, -1.8056444
9.718532, -2.3558755, 19.706333, -1.8620603
9.703571, -2.4167542, 19.691196, -1.9194047
9.688083, -2.478117, 19.675552, -1.9776804
9.672055, -2.5399497, 19.659393, -2.0368886
9.655483, -2.6022387, 19.642714, -2.0970309
9.638358, -2.66497, 19.625504, -2.1581094
9.620671, -2.7281294, 19.60776, -2.2201257
9.602416, -2.7917027, 19.589474, -2.283081
9.583586, -2.8556764, 19.570639, -2.346978
9.564172, -2.9200358, 19.551249, -2.4118176
9.544169, -2.984766, 19.5313, -2.4776
9.523571, -3.0498533, 19.510784, -2.544328
9.502369, -3.115283, 19.489697, -2.6120021
9.480558, -3.1810403, 19.468029, -2.6806235
9.458133, -3.2471104, 19.445778, -2.7501926
9.435087, -3.3134785, 19.42294, -2.8207107
9.411414, -3.3801305, 19.399502, -2.8921793
9.387111, -3.4470508, 19.375465, -2.964598
9.362169, -3.5142252, 19.350822, -3.0379682
9.336588, -3.5816379, 19.325567, -3.1122897
9.310359, -3.6492748, 19.299694, -3.187564
9.283482, -3.71712, 19.273201, -3.26379
9.255948, -3.785159, 19.246078, -3.3409688
9.2277565, -3.8533762, 19.218323, -3.4190998
9.198903, -3.921757, 19.189928, -3.4981837
9.169385, -3.9902864, 19.160892, -3.5782208
9.139198, -4.058948, 19.131207, -3.6592097
9.10834, -4.127728, 19.100864, -3.7411509
9.076809, -4.1966105, 19.069866, -3.8240433
9.044601, -4.2655797, 19.038202, -3.9078863
9.011718, -4.334622, 19.00587, -3.9926805
8.978154, -4.40372, 18.972862, -4.0784225
8.94391, -4.47286, 18.939173, -4.1651134
8.908984, -4.542026, 18.9048, -4.252752
8.873376, -4.611203, 18.869734, -4.3413363
8.837086, -4.6803765, 18.833973, -4.4308653
8.800112, -4.74953, 18.797508, -4.521337
8.762455, -4.818649, 18.760334, -4.6127515
8.724116, -4.887718, 18.722448, -4.7051053
8.685097, -4.9567227, 18.683844, -4.7983966
8.645396, -5.0256467, 18.644512, -4.892624
8.605017, -5.0944757, 18.604446, -4.9877844
8.563961, -5.1631947, 18.563646, -5.083876
8.522229, -5.231788, 18.522099, -5.1808963
8.479825, -5.3002424, 18.479801, -5.278844
8.43675, -5.3685417, 18.436747, -5.377714
8.393009, -5.436671, 18.392925, -5.4775047
