-93.59045, 89.521255, -0.5615427, 0.53712755, -0.0033692562, 0.0032227654, 0, 0, 9.999944, -0.033692498, 19.999943, -0.035157405
-93.82556, 90.78699, -1.124496, 1.0818495, -0.010116233, 0.009713862, 0.005999964, 0.0044999393, 9.999489, -0.1011606, 19.999489, -0.1051843
-94.04964, 92.01903, -1.6887939, 1.6339636, -0.020248996, 0.019517643, 0.011999712, 0.008999513, 9.997951, -0.20247611, 19.997948, -0.20978963
-94.24177, 93.152115, -2.2542446, 2.1928763, -0.033774465, 0.0326749, 0.017999027, 0.013498359, 9.994297, -0.33768043, 19.994291, -0.34867606
-94.369705, 94.08435, -2.8204627, 2.7573824, -0.05069724, 0.049219195, 0.023997696, 0.017996112, 9.987152, -0.50675523, 19.98714, -0.5215357
-94.389534, 94.67676, -3.3867998, 3.325443, -0.07101804, 0.06917185, 0.029995501, 0.022492409, 9.9747925, -0.70958364, 19.974775, -0.7280455
-94.24637, 94.754745, -3.9522781, 3.8939714, -0.09473171, 0.09253568, 0.035992227, 0.026986882, 9.955163, -0.9459008, 19.95514, -0.96786106
-93.87536, 94.11163, -4.51553, 4.458641, -0.12182489, 0.11928753, 0.041987658, 0.031479172, 9.925885, -1.2152377, 19.925854, -1.2406113
-93.20409, 92.51576, -5.0747547, 5.013736, -0.15227342, 0.14936994, 0.047981575, 0.035968907, 9.884288, -1.5168564, 19.884247, -1.5458912
-92.15621, 89.722275, -5.627692, 5.5520697, -0.18603957, 0.18268237, 0.053973764, 0.040455732, 9.827445, -1.8496826, 19.827389, -1.8832545
-90.65685, 85.49017, -6.1716332, 6.0650105, -0.22306937, 0.21907243, 0.059964012, 0.04493928, 9.75223, -2.2122397, 19.75215, -2.252209
-88.63925, 79.60396, -6.703469, 6.5426345, -0.26329017, 0.25832823, 0.0659521, 0.049419183, 9.655389, -2.6025872, 19.655266, -2.6522064
-86.05221, 71.89847, -7.219782, 6.9740252, -0.30660886, 0.3001724, 0.071937814, 0.05389509, 9.533626, -3.018274, 19.533417, -3.0826383
-82.86654, 62.28238, -7.716981, 7.3477197, -0.35291076, 0.3442587, 0.077920936, 0.058366623, 9.383706, -3.4563065, 19.383331, -3.542826
