0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 20, 0
-0.23650724, 1.2696848, -0.0014190434, 0.0076181088, -0.00000851426, 0.000045708653, 0.005999964, 0.0044999393, 10, -0.0000851426, 20, 0.0002868013
-0.47013253, 2.523983, -0.0042398386, 0.022762008, -0.000033953293, 0.00018228071, 0.011999712, 0.008999513, 10, -0.0003395329, 20, 0.0011437412
-0.7008669, 3.7629306, -0.008445039, 0.04533959, -0.000084623534, 0.00045431824, 0.017999027, 0.013498359, 10, -0.0008462353, 20, 0.002850712
-0.92870045, 4.9865584, -0.014017242, 0.07525894, -0.00016872698, 0.00090587186, 0.023997696, 0.017996112, 10, -0.0016872699, 19.999996, 0.0056841783
-1.1536236, 6.194904, -0.020938983, 0.11242837, -0.00029436089, 0.0015804421, 0.029995501, 0.022492409, 9.999999, -0.002943609, 19.99999, 0.0099172
-1.375622, 7.3879833, -0.029192716, 0.15675627, -0.0004695172, 0.0025209796, 0.035992227, 0.026986882, 9.999999, -0.0046951715, 19.999977, 0.01581944
-1.5946808, 8.565821, -0.0387608, 0.20815119, -0.000702082, 0.0037698867, 0.041987658, 0.031479172, 9.999998, -0.0070208195, 19.99995, 0.023657179
-1.8107746, 9.72841, -0.04962545, 0.26652166, -0.0009998347, 0.005369017, 0.047981575, 0.035968907, 9.999995, -0.009998346, 19.9999, 0.033693336
-2.0238652, 10.875727, -0.06176864, 0.33177602, -0.0013704465, 0.0073596733, 0.053973764, 0.040455732, 9.99999, -0.01370446, 19.999811, 0.046187446
-2.2339008, 12.007704, -0.075172044, 0.40382224, -0.0018214788, 0.009782607, 0.059964012, 0.04493928, 9.999983, -0.018214777, 19.999666, 0.06139566
-2.4407995, 13.124227, -0.08981684, 0.4825676, -0.0023603798, 0.012678012, 0.0659521, 0.049419183, 9.999972, -0.023603776, 19.99944, 0.07957072
-2.6444511, 14.225108, -0.10568354, 0.56791824, -0.002994481, 0.016085522, 0.071937814, 0.05389509, 9.999955, -0.029944766, 19.999098, 0.10096191
